ip,fqdn
194.58.204.148,0.se.pool.ntp.org
194.58.204.148,1.europe.pool.ntp.org
194.58.204.148,2.europe.pool.ntp.org
194.58.204.148,europe.pool.ntp.org
194.58.204.148,se.pool.ntp.org
194.58.205.20,2.europe.pool.ntp.org
194.58.205.20,2.se.pool.ntp.org
194.58.205.20,3.europe.pool.ntp.org
194.58.205.20,3.se.pool.ntp.org
194.58.205.20,europe.pool.ntp.org
194.58.205.20,se.pool.ntp.org
194.58.205.148,0.se.pool.ntp.org
194.58.205.148,2.se.pool.ntp.org
194.58.205.148,se.pool.ntp.org
194.58.206.20,0.se.pool.ntp.org
194.58.206.20,1.europe.pool.ntp.org
194.58.206.20,1.se.pool.ntp.org
194.58.206.20,2.europe.pool.ntp.org
194.58.206.20,3.se.pool.ntp.org
194.58.206.20,europe.pool.ntp.org
194.58.206.20,se.pool.ntp.org
194.58.206.148,0.europe.pool.ntp.org
194.58.206.148,0.se.pool.ntp.org
194.58.206.148,1.se.pool.ntp.org
194.58.206.148,3.europe.pool.ntp.org
194.58.206.148,se.pool.ntp.org
194.58.207.20,0.europe.pool.ntp.org
194.58.207.20,1.europe.pool.ntp.org
194.58.207.20,1.se.pool.ntp.org
194.58.207.20,3.europe.pool.ntp.org
194.58.207.20,europe.pool.ntp.org
194.58.207.20,se.pool.ntp.org
194.58.207.148,1.europe.pool.ntp.org
194.58.207.148,1.se.pool.ntp.org
194.58.207.148,2.europe.pool.ntp.org
194.58.207.148,2.se.pool.ntp.org
194.58.207.148,europe.pool.ntp.org
194.58.207.148,se.pool.ntp.org
194.60.86.112,1.europe.pool.ntp.org
194.60.86.112,1.uk.pool.ntp.org
194.60.86.112,2.gb.pool.ntp.org
194.60.86.112,uk.pool.ntp.org
194.62.248.14,2.de.pool.ntp.org
194.68.32.31,3.no.pool.ntp.org
194.87.84.92,2.ru.pool.ntp.org
194.87.84.92,3.ru.pool.ntp.org
194.87.95.73,0.europe.pool.ntp.org
194.87.95.73,0.ru.pool.ntp.org
194.87.95.73,1.europe.pool.ntp.org
194.87.95.73,ru.pool.ntp.org
194.92.94.32,pl.pool.ntp.org
194.95.183.223,2.de.pool.ntp.org
194.100.49.151,1.fi.pool.ntp.org
194.100.206.70,3.fi.pool.ntp.org
194.104.0.153,0.nl.pool.ntp.org
194.104.0.153,1.nl.pool.ntp.org
194.104.0.153,2.nl.pool.ntp.org
194.104.0.153,3.nl.pool.ntp.org
194.104.0.153,europe.pool.ntp.org
194.104.0.153,nl.pool.ntp.org
194.117.47.42,0.pt.pool.ntp.org
194.117.47.42,1.europe.pool.ntp.org
194.117.47.42,2.pt.pool.ntp.org
194.117.47.44,1.pt.pool.ntp.org
194.146.251.100,0.pl.pool.ntp.org
194.146.251.100,2.pl.pool.ntp.org
194.146.251.100,3.pl.pool.ntp.org
194.146.251.100,europe.pool.ntp.org
194.146.251.100,pl.pool.ntp.org
194.146.251.101,2.pl.pool.ntp.org
194.146.251.101,europe.pool.ntp.org
194.146.251.101,pl.pool.ntp.org
194.146.251.102,0.pl.pool.ntp.org
194.146.251.102,2.europe.pool.ntp.org
194.146.251.102,3.pl.pool.ntp.org
194.146.251.102,pl.pool.ntp.org
194.146.251.114,0.pl.pool.ntp.org
194.146.251.114,1.pl.pool.ntp.org
194.146.251.114,3.pl.pool.ntp.org
194.146.251.114,pl.pool.ntp.org
194.164.164.175,0.es.pool.ntp.org
194.164.164.175,0.europe.pool.ntp.org
194.164.164.175,1.es.pool.ntp.org
194.164.164.175,3.europe.pool.ntp.org
194.164.164.175,es.pool.ntp.org
194.164.164.175,europe.pool.ntp.org
194.171.167.130,1.europe.pool.ntp.org
194.177.34.116,0.europe.pool.ntp.org
194.177.34.116,3.europe.pool.ntp.org
194.177.34.116,3.fr.pool.ntp.org
194.177.34.116,fr.pool.ntp.org
194.177.128.113,1.at.pool.ntp.org
194.177.210.54,0.europe.pool.ntp.org
194.177.210.54,1.gr.pool.ntp.org
194.177.210.54,2.europe.pool.ntp.org
194.177.210.54,2.gr.pool.ntp.org
194.177.210.54,3.gr.pool.ntp.org
194.177.210.54,europe.pool.ntp.org
194.177.210.54,gr.pool.ntp.org
194.182.84.172,3.cz.pool.ntp.org
194.187.110.146,ua.pool.ntp.org
194.190.168.1,0.europe.pool.ntp.org
194.190.168.1,ru.pool.ntp.org
194.195.249.28,0.au.pool.ntp.org
194.195.249.28,0.oceania.pool.ntp.org
194.195.249.28,3.au.pool.ntp.org
194.195.249.28,au.pool.ntp.org
194.195.249.28,oceania.pool.ntp.org
194.195.253.58,1.au.pool.ntp.org
194.195.253.58,2.oceania.pool.ntp.org
194.195.253.58,au.pool.ntp.org
194.195.253.58,oceania.pool.ntp.org
194.208.43.61,1.at.pool.ntp.org
194.213.3.203,0.europe.pool.ntp.org
194.213.3.203,0.gb.pool.ntp.org
194.213.3.203,0.uk.pool.ntp.org
194.213.3.203,3.europe.pool.ntp.org
194.213.3.203,europe.pool.ntp.org
194.213.3.203,gb.pool.ntp.org
194.213.3.203,uk.pool.ntp.org
194.225.150.25,0.asia.pool.ntp.org
194.225.150.25,0.ir.pool.ntp.org
194.225.150.25,1.ir.pool.ntp.org
194.225.150.25,2.ir.pool.ntp.org
194.225.150.25,3.ir.pool.ntp.org
194.225.150.25,ir.pool.ntp.org
194.239.208.213,dk.pool.ntp.org
194.247.5.12,de.pool.ntp.org
194.247.183.189,0.is.pool.ntp.org
194.247.183.189,is.pool.ntp.org
195.16.73.226,0.no.pool.ntp.org
195.16.73.226,1.europe.pool.ntp.org
195.16.73.226,2.europe.pool.ntp.org
195.16.73.226,3.no.pool.ntp.org
195.16.73.226,europe.pool.ntp.org
195.16.73.226,no.pool.ntp.org
195.20.235.143,1.es.pool.ntp.org
195.28.27.26,0.lv.pool.ntp.org
195.28.27.26,1.europe.pool.ntp.org
195.28.27.26,1.lv.pool.ntp.org
195.28.27.26,2.lv.pool.ntp.org
195.28.27.26,lv.pool.ntp.org
195.32.70.195,0.it.pool.ntp.org
195.32.70.195,1.europe.pool.ntp.org
195.32.70.195,2.it.pool.ntp.org
195.32.70.195,3.it.pool.ntp.org
195.32.70.195,it.pool.ntp.org
195.46.37.22,1.pl.pool.ntp.org
195.46.37.22,2.pl.pool.ntp.org
195.46.37.22,3.europe.pool.ntp.org
195.46.37.22,3.pl.pool.ntp.org
195.46.37.22,europe.pool.ntp.org
195.46.37.22,pl.pool.ntp.org
195.54.177.84,0.europe.pool.ntp.org
195.54.177.84,1.europe.pool.ntp.org
195.54.177.84,2.ru.pool.ntp.org
195.54.177.84,3.ru.pool.ntp.org
195.54.177.84,europe.pool.ntp.org
195.54.177.84,ru.pool.ntp.org
195.72.61.39,0.dk.pool.ntp.org
195.72.61.39,0.no.pool.ntp.org
195.72.61.39,1.dk.pool.ntp.org
195.72.61.39,1.fi.pool.ntp.org
195.72.61.39,1.nl.pool.ntp.org
195.72.61.39,1.no.pool.ntp.org
195.72.61.39,1.se.pool.ntp.org
195.72.61.39,2.fi.pool.ntp.org
195.72.61.39,2.nl.pool.ntp.org
195.72.61.39,2.se.pool.ntp.org
195.72.61.39,3.no.pool.ntp.org
195.72.61.39,dk.pool.ntp.org
195.72.61.39,fi.pool.ntp.org
195.72.61.39,nl.pool.ntp.org
195.72.61.39,no.pool.ntp.org
195.72.61.39,se.pool.ntp.org
195.83.132.135,3.fr.pool.ntp.org
195.83.132.135,fr.pool.ntp.org
195.85.215.8,0.bg.pool.ntp.org
195.85.215.8,1.bg.pool.ntp.org
195.85.215.8,3.bg.pool.ntp.org
195.85.215.8,bg.pool.ntp.org
195.85.215.215,0.bg.pool.ntp.org
195.85.215.215,1.bg.pool.ntp.org
195.85.215.215,1.europe.pool.ntp.org
195.85.215.215,2.bg.pool.ntp.org
195.85.215.215,2.europe.pool.ntp.org
195.85.215.215,bg.pool.ntp.org
195.85.215.215,europe.pool.ntp.org
195.90.182.235,0.ru.pool.ntp.org
195.90.182.235,1.europe.pool.ntp.org
195.90.182.235,1.ru.pool.ntp.org
195.90.182.235,2.europe.pool.ntp.org
195.90.182.235,europe.pool.ntp.org
195.90.182.235,ru.pool.ntp.org
195.95.153.43,0.europe.pool.ntp.org
195.95.153.43,1.europe.pool.ntp.org
195.95.153.43,3.es.pool.ntp.org
195.95.153.43,es.pool.ntp.org
195.95.153.43,europe.pool.ntp.org
195.95.153.59,1.europe.pool.ntp.org
195.95.153.59,3.es.pool.ntp.org
195.95.153.59,es.pool.ntp.org
195.95.153.59,europe.pool.ntp.org
195.111.92.55,0.europe.pool.ntp.org
195.111.92.55,2.europe.pool.ntp.org
195.111.92.55,2.hu.pool.ntp.org
195.111.92.55,europe.pool.ntp.org
195.111.92.55,hu.pool.ntp.org
195.114.15.76,2.au.pool.ntp.org
195.122.253.38,0.europe.pool.ntp.org
195.122.253.38,0.ru.pool.ntp.org
195.122.253.38,2.ru.pool.ntp.org
195.122.253.38,3.ru.pool.ntp.org
195.122.253.38,ru.pool.ntp.org
195.123.221.21,1.europe.pool.ntp.org
195.123.221.21,1.nl.pool.ntp.org
195.123.221.21,2.europe.pool.ntp.org
195.123.221.21,3.europe.pool.ntp.org
195.123.221.21,europe.pool.ntp.org
195.128.102.95,1.europe.pool.ntp.org
195.128.102.95,2.de.pool.ntp.org
195.128.102.95,3.europe.pool.ntp.org
195.128.102.95,de.pool.ntp.org
195.133.18.24,0.rs.pool.ntp.org
195.133.18.24,1.rs.pool.ntp.org
195.133.18.24,2.europe.pool.ntp.org
195.133.18.24,2.rs.pool.ntp.org
195.133.18.24,3.rs.pool.ntp.org
195.133.18.24,europe.pool.ntp.org
195.133.18.24,rs.pool.ntp.org
195.137.202.129,3.ua.pool.ntp.org
195.141.190.190,0.ch.pool.ntp.org
195.141.190.190,3.europe.pool.ntp.org
195.141.190.190,ch.pool.ntp.org
195.148.70.12,1.fi.pool.ntp.org
195.148.70.12,2.fi.pool.ntp.org
195.148.70.12,3.europe.pool.ntp.org
195.148.70.12,europe.pool.ntp.org
195.148.70.12,fi.pool.ntp.org
195.154.107.98,0.fr.pool.ntp.org
195.154.107.114,2.fr.pool.ntp.org
195.154.185.215,1.europe.pool.ntp.org
195.154.185.215,1.fr.pool.ntp.org
195.154.185.215,2.fr.pool.ntp.org
195.154.185.215,3.europe.pool.ntp.org
195.154.185.215,europe.pool.ntp.org
195.154.185.215,fr.pool.ntp.org
195.167.30.249,0.gr.pool.ntp.org
195.167.30.249,1.gr.pool.ntp.org
195.171.43.10,0.europe.pool.ntp.org
195.171.43.10,0.gb.pool.ntp.org
195.171.43.10,0.uk.pool.ntp.org
195.171.43.10,1.gb.pool.ntp.org
195.171.43.10,1.uk.pool.ntp.org
195.171.43.10,2.europe.pool.ntp.org
195.171.43.10,gb.pool.ntp.org
195.171.43.10,uk.pool.ntp.org
195.171.43.12,0.uk.pool.ntp.org
195.171.43.12,1.uk.pool.ntp.org
195.171.43.12,3.gb.pool.ntp.org
195.171.43.12,3.uk.pool.ntp.org
195.171.43.12,gb.pool.ntp.org
195.171.43.12,uk.pool.ntp.org
195.178.58.245,0.rs.pool.ntp.org
195.178.58.245,1.rs.pool.ntp.org
195.178.58.245,2.rs.pool.ntp.org
195.178.58.245,3.rs.pool.ntp.org
195.178.58.245,rs.pool.ntp.org
195.181.214.77,1.cz.pool.ntp.org
195.181.214.77,cz.pool.ntp.org
195.186.1.100,1.ch.pool.ntp.org
195.186.1.100,2.ch.pool.ntp.org
195.186.1.100,2.europe.pool.ntp.org
195.186.1.100,europe.pool.ntp.org
195.186.1.101,0.ch.pool.ntp.org
195.186.1.101,1.europe.pool.ntp.org
195.186.1.101,3.ch.pool.ntp.org
195.186.1.101,ch.pool.ntp.org
195.186.1.101,europe.pool.ntp.org
195.186.4.100,0.europe.pool.ntp.org
195.186.4.100,2.ch.pool.ntp.org
195.186.4.100,3.ch.pool.ntp.org
195.186.4.100,3.europe.pool.ntp.org
195.186.4.100,ch.pool.ntp.org
195.186.4.100,europe.pool.ntp.org
195.186.4.101,0.europe.pool.ntp.org
195.186.4.101,1.europe.pool.ntp.org
195.186.4.101,2.ch.pool.ntp.org
195.186.4.101,ch.pool.ntp.org
195.186.4.101,europe.pool.ntp.org
195.189.140.250,1.asia.pool.ntp.org
195.189.140.250,1.il.pool.ntp.org
195.189.140.250,2.asia.pool.ntp.org
195.189.140.250,il.pool.ntp.org
195.201.20.16,0.de.pool.ntp.org
195.201.20.16,3.de.pool.ntp.org
195.201.20.16,de.pool.ntp.org
195.201.22.203,de.pool.ntp.org
195.201.107.151,0.de.pool.ntp.org
195.201.107.151,0.europe.pool.ntp.org
195.201.107.151,1.europe.pool.ntp.org
195.201.107.151,3.europe.pool.ntp.org
195.201.107.151,de.pool.ntp.org
195.201.107.151,europe.pool.ntp.org
195.201.139.229,0.europe.pool.ntp.org
195.201.139.229,2.de.pool.ntp.org
195.201.139.229,3.de.pool.ntp.org
195.201.139.229,de.pool.ntp.org
195.201.139.229,europe.pool.ntp.org
195.201.173.232,0.de.pool.ntp.org
195.201.173.232,1.de.pool.ntp.org
195.201.173.232,3.europe.pool.ntp.org
195.201.173.232,de.pool.ntp.org
195.218.227.230,0.ru.pool.ntp.org
195.218.227.230,2.europe.pool.ntp.org
195.218.227.230,europe.pool.ntp.org
195.218.227.230,ru.pool.ntp.org
195.225.46.250,1.il.pool.ntp.org
195.225.46.250,2.asia.pool.ntp.org
195.225.46.250,il.pool.ntp.org
195.228.75.149,0.europe.pool.ntp.org
195.228.75.149,1.europe.pool.ntp.org
195.228.75.149,1.hu.pool.ntp.org
195.228.75.149,europe.pool.ntp.org
195.228.75.149,hu.pool.ntp.org
195.228.152.149,2.hu.pool.ntp.org
195.231.84.187,1.it.pool.ntp.org
195.231.84.187,2.it.pool.ntp.org
195.238.84.23,0.bg.pool.ntp.org
195.238.84.23,2.bg.pool.ntp.org
195.238.84.23,3.bg.pool.ntp.org
195.238.84.84,2.bg.pool.ntp.org
195.239.116.232,europe.pool.ntp.org
195.250.114.105,0.rs.pool.ntp.org
195.250.114.105,2.rs.pool.ntp.org
195.250.114.105,3.rs.pool.ntp.org
195.250.114.105,rs.pool.ntp.org
196.10.52.57,1.za.pool.ntp.org
196.10.52.57,3.africa.pool.ntp.org
196.10.52.57,3.za.pool.ntp.org
196.10.52.57,africa.pool.ntp.org
196.10.52.57,za.pool.ntp.org
196.10.52.58,0.za.pool.ntp.org
196.10.52.58,1.africa.pool.ntp.org
196.10.52.58,2.africa.pool.ntp.org
196.10.52.58,3.za.pool.ntp.org
196.10.52.58,africa.pool.ntp.org
196.10.52.58,za.pool.ntp.org
196.10.54.57,0.africa.pool.ntp.org
196.10.54.57,1.za.pool.ntp.org
196.10.54.57,2.za.pool.ntp.org
196.10.54.57,africa.pool.ntp.org
196.10.54.57,za.pool.ntp.org
196.10.54.58,0.africa.pool.ntp.org
196.10.54.58,2.africa.pool.ntp.org
196.10.54.58,3.africa.pool.ntp.org
196.10.54.58,3.za.pool.ntp.org
196.10.54.58,africa.pool.ntp.org
196.10.54.58,za.pool.ntp.org
196.10.55.57,0.za.pool.ntp.org
196.10.55.57,2.africa.pool.ntp.org
196.10.55.57,3.africa.pool.ntp.org
196.10.55.57,3.za.pool.ntp.org
196.10.55.57,africa.pool.ntp.org
196.10.55.57,za.pool.ntp.org
196.10.55.58,0.africa.pool.ntp.org
196.10.55.58,1.africa.pool.ntp.org
196.10.55.58,2.za.pool.ntp.org
196.10.55.58,3.za.pool.ntp.org
196.10.55.58,africa.pool.ntp.org
196.10.55.58,za.pool.ntp.org
196.10.98.182,0.za.pool.ntp.org
196.10.98.182,1.africa.pool.ntp.org
196.10.98.182,2.africa.pool.ntp.org
196.10.98.182,africa.pool.ntp.org
196.10.98.182,za.pool.ntp.org
196.10.99.182,2.za.pool.ntp.org
196.10.99.182,3.africa.pool.ntp.org
196.10.99.182,za.pool.ntp.org
196.44.136.162,0.na.pool.ntp.org
196.44.136.162,1.africa.pool.ntp.org
196.44.136.162,1.na.pool.ntp.org
196.44.136.162,2.na.pool.ntp.org
196.44.136.162,3.na.pool.ntp.org
196.44.136.162,africa.pool.ntp.org
196.44.136.162,na.pool.ntp.org
196.44.136.165,0.na.pool.ntp.org
196.44.136.165,1.africa.pool.ntp.org
196.44.136.165,1.na.pool.ntp.org
196.44.136.165,2.na.pool.ntp.org
196.44.136.165,3.africa.pool.ntp.org
196.44.136.165,3.na.pool.ntp.org
196.44.136.165,africa.pool.ntp.org
196.44.136.165,na.pool.ntp.org
196.49.6.67,0.africa.pool.ntp.org
196.49.6.67,0.ao.pool.ntp.org
196.49.6.67,1.ao.pool.ntp.org
196.49.6.67,2.ao.pool.ntp.org
196.49.6.67,3.ao.pool.ntp.org
196.49.6.67,africa.pool.ntp.org
196.49.6.67,ao.pool.ntp.org
196.49.84.5,0.cm.pool.ntp.org
196.49.84.5,1.cm.pool.ntp.org
196.49.84.5,2.cm.pool.ntp.org
196.49.84.5,3.cm.pool.ntp.org
196.49.84.5,cm.pool.ntp.org
196.49.84.25,0.cm.pool.ntp.org
196.49.84.25,1.cm.pool.ntp.org
196.49.84.25,2.cm.pool.ntp.org
196.49.84.25,3.cm.pool.ntp.org
196.49.84.25,cm.pool.ntp.org
196.49.100.57,0.africa.pool.ntp.org
196.49.100.57,1.za.pool.ntp.org
196.49.100.57,2.za.pool.ntp.org
196.49.100.57,3.africa.pool.ntp.org
196.49.100.57,africa.pool.ntp.org
196.49.100.57,za.pool.ntp.org
196.49.100.58,0.africa.pool.ntp.org
196.49.100.58,0.za.pool.ntp.org
196.49.100.58,1.africa.pool.ntp.org
196.49.100.58,2.africa.pool.ntp.org
196.49.100.58,3.africa.pool.ntp.org
196.49.100.58,africa.pool.ntp.org
196.49.100.58,za.pool.ntp.org
196.192.32.7,0.africa.pool.ntp.org
196.192.32.7,0.mg.pool.ntp.org
196.192.32.7,1.africa.pool.ntp.org
196.192.32.7,1.mg.pool.ntp.org
196.192.32.7,2.mg.pool.ntp.org
196.192.32.7,3.africa.pool.ntp.org
196.192.32.7,3.mg.pool.ntp.org
196.192.32.7,africa.pool.ntp.org
196.192.32.7,mg.pool.ntp.org
196.200.160.123,0.africa.pool.ntp.org
196.200.160.123,0.ma.pool.ntp.org
196.200.160.123,1.africa.pool.ntp.org
196.200.160.123,1.ma.pool.ntp.org
196.200.160.123,2.africa.pool.ntp.org
196.200.160.123,2.ma.pool.ntp.org
196.200.160.123,3.ma.pool.ntp.org
196.200.160.123,africa.pool.ntp.org
196.200.160.123,ma.pool.ntp.org
196.216.216.23,0.cd.pool.ntp.org
196.216.216.23,1.cd.pool.ntp.org
196.216.216.23,2.cd.pool.ntp.org
196.216.216.23,3.cd.pool.ntp.org
196.216.216.23,cd.pool.ntp.org
196.216.216.24,0.cd.pool.ntp.org
196.216.216.24,1.cd.pool.ntp.org
196.216.216.24,2.cd.pool.ntp.org
196.216.216.24,3.cd.pool.ntp.org
196.216.216.24,africa.pool.ntp.org
196.216.216.24,cd.pool.ntp.org
197.224.66.40,0.africa.pool.ntp.org
197.224.66.40,0.mu.pool.ntp.org
197.224.66.40,1.mu.pool.ntp.org
197.224.66.40,2.mu.pool.ntp.org
197.224.66.40,3.africa.pool.ntp.org
197.224.66.40,3.mu.pool.ntp.org
197.224.66.40,africa.pool.ntp.org
197.224.66.40,mu.pool.ntp.org
198.12.95.197,2.north-america.pool.ntp.org
198.12.95.197,2.us.pool.ntp.org
198.12.95.197,us.pool.ntp.org
198.23.132.33,0.north-america.pool.ntp.org
198.23.132.33,1.north-america.pool.ntp.org
198.23.132.33,1.us.pool.ntp.org
198.23.132.33,2.north-america.pool.ntp.org
198.23.132.33,3.north-america.pool.ntp.org
198.23.132.33,3.us.pool.ntp.org
198.23.132.33,us.pool.ntp.org
198.23.133.146,0.north-america.pool.ntp.org
198.23.133.146,1.us.pool.ntp.org
198.23.133.146,3.us.pool.ntp.org
198.23.133.146,us.pool.ntp.org
198.23.172.11,0.north-america.pool.ntp.org
198.23.172.11,1.north-america.pool.ntp.org
198.23.172.11,3.north-america.pool.ntp.org
198.44.55.245,0.north-america.pool.ntp.org
198.44.55.245,0.us.pool.ntp.org
198.44.55.245,2.north-america.pool.ntp.org
198.44.55.245,2.us.pool.ntp.org
198.44.55.245,3.north-america.pool.ntp.org
198.44.55.245,3.us.pool.ntp.org
198.44.55.245,us.pool.ntp.org
198.46.174.152,2.us.pool.ntp.org
198.46.254.130,1.north-america.pool.ntp.org
198.46.254.130,2.north-america.pool.ntp.org
198.46.254.130,2.us.pool.ntp.org
198.46.254.130,us.pool.ntp.org
198.50.127.72,1.ca.pool.ntp.org
198.50.127.72,3.ca.pool.ntp.org
198.50.127.72,ca.pool.ntp.org
198.50.174.203,2.ca.pool.ntp.org
198.50.174.203,3.north-america.pool.ntp.org
198.60.22.240,3.north-america.pool.ntp.org
198.60.22.240,us.pool.ntp.org
198.71.50.75,1.north-america.pool.ntp.org
198.71.50.75,2.us.pool.ntp.org
198.71.50.75,3.us.pool.ntp.org
198.71.50.75,us.pool.ntp.org
198.137.202.32,0.north-america.pool.ntp.org
198.137.202.32,1.us.pool.ntp.org
198.137.202.32,3.us.pool.ntp.org
198.137.202.32,us.pool.ntp.org
198.137.202.56,0.north-america.pool.ntp.org
198.137.202.56,1.us.pool.ntp.org
198.137.202.56,2.north-america.pool.ntp.org
198.137.202.56,us.pool.ntp.org
198.144.194.12,3.north-america.pool.ntp.org
198.161.203.36,3.north-america.pool.ntp.org
198.169.208.141,2.us.pool.ntp.org
198.181.199.82,0.ca.pool.ntp.org
198.181.199.82,3.north-america.pool.ntp.org
198.181.199.82,ca.pool.ntp.org
198.181.199.84,0.north-america.pool.ntp.org
198.181.199.84,3.ca.pool.ntp.org
198.181.199.84,3.north-america.pool.ntp.org
198.181.199.84,ca.pool.ntp.org
198.181.199.86,0.north-america.pool.ntp.org
198.181.199.86,1.ca.pool.ntp.org
198.181.199.86,2.north-america.pool.ntp.org
198.181.199.86,3.north-america.pool.ntp.org
198.181.199.86,ca.pool.ntp.org
198.199.14.18,us.pool.ntp.org
198.199.14.19,3.north-america.pool.ntp.org
198.199.14.20,2.us.pool.ntp.org
198.199.14.20,us.pool.ntp.org
198.199.14.69,3.us.pool.ntp.org
198.199.14.69,us.pool.ntp.org
198.199.14.101,0.north-america.pool.ntp.org
198.199.14.101,2.north-america.pool.ntp.org
198.199.120.223,0.north-america.pool.ntp.org
198.199.120.223,0.us.pool.ntp.org
198.206.187.97,2.north-america.pool.ntp.org
198.211.103.209,2.us.pool.ntp.org
198.211.103.209,us.pool.ntp.org
199.68.201.234,1.north-america.pool.ntp.org
199.68.201.234,3.north-america.pool.ntp.org
199.68.201.235,0.north-america.pool.ntp.org
199.68.201.235,2.north-america.pool.ntp.org
199.68.201.235,2.us.pool.ntp.org
199.68.201.235,3.us.pool.ntp.org
199.68.201.236,0.north-america.pool.ntp.org
199.68.201.236,2.us.pool.ntp.org
199.85.8.46,1.north-america.pool.ntp.org
199.85.8.46,2.us.pool.ntp.org
199.85.8.46,3.north-america.pool.ntp.org
199.85.8.46,us.pool.ntp.org
199.101.96.52,2.north-america.pool.ntp.org
199.127.137.225,1.north-america.pool.ntp.org
199.182.221.110,0.north-america.pool.ntp.org
199.182.221.110,1.ca.pool.ntp.org
199.182.221.110,2.north-america.pool.ntp.org
199.182.221.110,3.north-america.pool.ntp.org
199.182.221.110,ca.pool.ntp.org
199.189.251.105,1.kz.pool.ntp.org
199.189.251.105,3.kz.pool.ntp.org
199.195.249.110,2.us.pool.ntp.org
200.1.19.16,0.pool.ntp.org
200.1.19.16,1.cl.pool.ntp.org
200.1.19.16,1.pool.ntp.org
200.1.19.16,2.cl.pool.ntp.org
200.1.19.16,2.pool.ntp.org
200.1.19.16,3.pool.ntp.org
200.11.216.69,0.ve.pool.ntp.org
200.11.216.69,1.ve.pool.ntp.org
200.11.216.69,2.ve.pool.ntp.org
200.11.216.69,3.ve.pool.ntp.org
200.11.216.69,ve.pool.ntp.org
200.11.216.70,0.ve.pool.ntp.org
200.11.216.70,1.ve.pool.ntp.org
200.11.216.70,2.ve.pool.ntp.org
200.11.216.70,3.ve.pool.ntp.org
200.11.216.70,ve.pool.ntp.org
200.13.142.5,0.gf.pool.ntp.org
200.13.142.5,1.gf.pool.ntp.org
200.13.142.5,1.south-america.pool.ntp.org
200.13.142.5,2.gf.pool.ntp.org
200.13.142.5,3.gf.pool.ntp.org
200.13.142.5,3.south-america.pool.ntp.org
200.13.142.5,gf.pool.ntp.org
200.25.3.11,0.co.pool.ntp.org
200.25.3.11,1.co.pool.ntp.org
200.25.3.11,1.south-america.pool.ntp.org
200.25.3.11,2.co.pool.ntp.org
200.25.3.11,3.co.pool.ntp.org
200.25.3.11,co.pool.ntp.org
200.25.3.17,0.co.pool.ntp.org
200.25.3.17,1.co.pool.ntp.org
200.25.3.17,2.co.pool.ntp.org
200.25.3.17,2.south-america.pool.ntp.org
200.25.3.17,3.co.pool.ntp.org
200.25.3.17,3.south-america.pool.ntp.org
200.25.3.17,co.pool.ntp.org
200.25.20.50,0.co.pool.ntp.org
200.25.20.50,0.south-america.pool.ntp.org
200.25.20.50,1.co.pool.ntp.org
200.25.20.50,2.co.pool.ntp.org
200.25.20.50,2.south-america.pool.ntp.org
200.25.20.50,3.co.pool.ntp.org
200.25.20.50,co.pool.ntp.org
200.25.72.82,1.br.pool.ntp.org
200.25.72.82,2.br.pool.ntp.org
200.25.72.82,2.south-america.pool.ntp.org
200.25.72.82,3.south-america.pool.ntp.org
200.25.72.82,br.pool.ntp.org
200.25.72.83,0.br.pool.ntp.org
200.25.72.83,0.south-america.pool.ntp.org
200.25.72.83,2.br.pool.ntp.org
200.25.72.83,3.south-america.pool.ntp.org
200.25.72.83,br.pool.ntp.org
200.40.115.74,0.uy.pool.ntp.org
200.40.115.74,1.uy.pool.ntp.org
200.40.115.74,2.uy.pool.ntp.org
200.40.115.74,3.uy.pool.ntp.org
200.40.115.74,uy.pool.ntp.org
200.59.16.34,0.cr.pool.ntp.org
200.59.16.34,1.cr.pool.ntp.org
200.59.16.34,cr.pool.ntp.org
200.59.16.50,2.cr.pool.ntp.org
200.59.16.50,cr.pool.ntp.org
200.59.19.5,3.cr.pool.ntp.org
200.59.19.5,cr.pool.ntp.org
200.59.21.5,1.cr.pool.ntp.org
200.59.21.5,cr.pool.ntp.org
200.71.248.123,0.bq.pool.ntp.org
200.71.248.123,0.north-america.pool.ntp.org
200.71.248.123,1.bq.pool.ntp.org
200.71.248.123,2.bq.pool.ntp.org
200.71.248.123,2.north-america.pool.ntp.org
200.71.248.123,3.bq.pool.ntp.org
200.71.248.123,bq.pool.ntp.org
200.89.75.197,0.pool.ntp.org
200.89.75.197,1.cl.pool.ntp.org
200.89.75.197,1.pool.ntp.org
200.89.75.197,1.south-america.pool.ntp.org
200.89.75.197,3.pool.ntp.org
200.89.75.197,cl.pool.ntp.org
200.89.75.197,pool.ntp.org
200.89.75.198,0.pool.ntp.org
200.89.75.198,0.south-america.pool.ntp.org
200.89.75.198,1.cl.pool.ntp.org
200.89.75.198,3.pool.ntp.org
200.89.75.198,cl.pool.ntp.org
200.89.75.198,pool.ntp.org
200.160.0.8,0.south-america.pool.ntp.org
200.160.0.8,2.br.pool.ntp.org
200.160.0.8,br.pool.ntp.org
200.160.7.186,0.br.pool.ntp.org
200.160.7.186,0.south-america.pool.ntp.org
200.160.7.186,br.pool.ntp.org
200.160.7.193,0.south-america.pool.ntp.org
200.160.7.193,1.south-america.pool.ntp.org
200.160.7.193,2.br.pool.ntp.org
200.160.7.193,2.south-america.pool.ntp.org
200.160.7.193,3.br.pool.ntp.org
200.160.7.193,br.pool.ntp.org
